126:127C,127N:128N,127N:127C,126:128N,126:128C,127N:129C,127N:128C,126:129N,128C:129C,129N:130N,129N:129C,128C:130N,accession_number,numPepsUnique,accession_numbers,entry_name,FBgn,flybase,plasma membrane,membrane,cytosol,nucleus,mitochondria
0.2175,-0.081,0.1315,0.027,0.122,0.121,0.076,0.0805,-0.033,0.131,-0.025,0.129,Q9W1F4,6,Q9W1F4,THO complex subunit 5,FBgn0034939,thoc5,0,0,1,1,0
-0.4745,-0.133,-0.0615,-0.358,-0.436,-0.142,-0.083,-0.2855,-0.069,-0.07,-0.025,0.01,Q9VK57,5,Q9VK57|G4LU74|Q1WWG3|Q9VK58,"CG5792, isoform A",FBgn0032455,Pih1D1,0,0,0,0,0
-0.7825,-0.533,-0.3885,-0.764,-0.409,-0.254,0.095,-0.3415,-0.227,-0.082,-0.025,0.026,Q24251,5,Q24251,"ATP synthase subunit d, mitochondrial",FBgn0016120,ATPsynD,0,1,0,0,1
0.4355,0.342,0.4045,0.525,0.502,0.244,0.264,0.4065,-0.206,0.266,-0.026,0.011,Q7JS69,7,Q7JS69|Q86NM2,FI04632p,FBgn0032946,nrv3,0,1,0,0,0
0.3425,0.296,0.2145,0.551,0.111,-0.073,0.041,-0.0155,-0.163,0.304,-0.026,0.174,P11997,19,P11997|P11996|B0ZRR2,Larval serum protein 1 gamma chain,FBgn0002564,Lsp1gamma,0,0,0,0,0
0.1685,-0.092,0.2135,-0.147,-0.192,-0.05,0.074,-0.1295,0.049,-0.133,-0.026,0.171,Q9VTH0,4,Q9VTH0|Q86NR6|Q8MSV4,"CG6199, isoform A",FBgn0036147,Plod,0,0,1,0,0
-0.1505,-0.015,-0.2065,0.074,0.037,0.014,-0.073,0.0955,0.241,-0.197,-0.026,0.015,Q9W196,4,Q9W196,CG3356,FBgn0034989,CG3356,0,0,1,1,0
0.0195,-0.174,0.0565,-0.012,-0.036,0.212,-0.259,0.1675,0.195,-0.599,-0.027,-0.449,B8Q6A6,7,B8Q6A6|Q9VMF3|B7Z025|B8Q6A8|B7Z026|Q95V18|D3DMF4,Dizzy isoform BI,FBgn0265778,PDZ-GEF,0,0,0,0,0
-0.0085,0.19,0.1445,0.112,-0.065,0.235,0.203,-0.0595,-0.027,0.032,-0.027,0.087,Q8MSW6,4,Q8MSW6|Q9VAJ2|Q9XYF7|O76523,LD23540p,FBgn0025457,Bub3,0,0,0,0,0
0.1215,0.198,0.0855,0.16,0.169,-0.259,0.166,0.0035,-0.563,0.118,-0.028,-0.019,Q9VEF9,3,Q9VEF9,CG7397,FBgn0262562,CG43102,0,0,0,0,0
0.0295,0.193,0.0185,0.026,0.047,0.208,0.111,0.0465,0.091,-0.085,-0.028,-0.117,Q8MLR7,5,Q8MLR7|Q9W1Q6|Q7KK51,"CG3530, isoform A",FBgn0028497,CG3530,1,1,0,0,0
-0.1465,0.012,-0.1905,0.039,-0.07,-0.035,-0.096,0.0905,0.051,0.063,-0.028,0.142,Q7KN85,29,Q7KN85|E2QCF1|Q6AWP8|Q7JNC6,"ATP citrate lyase, isoform D",FBgn0020236,ATPCL,0,0,1,0,0
-0.2045,0.085,-0.1375,-0.151,-0.217,-0.063,0.106,-0.1705,0.068,-0.012,-0.028,0.133,Q9W420,10,Q9W420|B6IDH0,Transcription elongation factor SPT6,FBgn0028982,Spt6,0,0,0,1,0
0.5915,0.135,0.3535,0.147,-0.109,0.392,0.054,0.1795,0.276,-0.027,-0.029,0.07,Q6WV17-2,5,Q6WV17-2|Q6WV17,Isoform B of Polypeptide N-acetylgalactosaminyltransferase 5,FBgn0031681,Pgant5,0,1,0,0,0
0.0845,-0.048,-0.2295,0.274,0.319,-0.161,0.067,0.2015,-0.167,-0.045,-0.029,-0.023,Q9W0A8,13,Q9W0A8|Q0ZHI2|O97118|A1A6X4|Q8SX05,FI01658p,FBgn0026372,RpL23A,0,1,0,0,0
0.4715,0.215,0.1175,0.442,0.287,-0.046,0.015,0.2845,0.018,-0.148,-0.03,-0.015,Q0E9B6,12,Q0E9B6|L0CQR2|L0CR49|L0CR44|L0CPM0|L0CPE3|L0CPL5|L0CPK9|L0CRF4|L0CPD9|L0CRF8|L0CQQ8|C4JD65|A1Z8U9,40S ribosomal protein S11,FBgn0033699,RpS11,0,1,1,0,0
0.0995,0.017,0.3155,-0.153,-0.244,0.064,0.141,-0.1055,0.032,0.04,-0.03,0.101,Q9XZ32,5,Q9XZ32,"CG10254, isoform A",FBgn0027512,CG10254,0,0,1,0,0
-0.5195,-0.398,-0.5605,-0.356,-0.217,-0.099,-0.458,-0.0175,0.274,-0.791,-0.03,-0.401,Q6NL44,3,Q6NL44,"CG33722, isoform B",FBgn0064126,CG33722,0,0,0,0,0
-0.2915,-0.145,0.0135,-0.471,-0.536,0.02,-0.099,-0.3115,0.136,-0.248,-0.031,-0.139,Q9NKV0-4,4,Q9NKV0-4|Q9NKV0|C0PUX0|E1JH79|D3DMK9|D3DN03|Q9NKV0-2|Q9NKV0-3|B9EQU6,Isoform C of Myeloid leukemia factor,FBgn0034051,Mlf,0,0,1,1,0
-0.0595,0.126,0.0535,-0.024,-0.229,0.007,0.062,-0.1515,0.067,0.044,-0.032,0.047,Q8MR93,12,Q8MR93|A4UZL3|B7YZI4|A4UZL2|A1ZAN2|B7YZI1|B7YZI5|D0IQI2,SD05215p,FBgn0034180,Ehbp1,0,0,0,0,0
0.1925,0.185,0.0665,0.254,0.081,0.092,-0.068,0.2845,0.063,0.07,-0.033,0.203,Q9VN21,35,Q9VN21|Q8IPM3|Q8IGE9,"Growl, isoform A",FBgn0263594,lost,0,0,1,0,0
0.0945,0.18,0.1735,0.183,0.061,0.1,0.149,0.1065,-0.087,0.039,-0.033,0,Q0E8J0,15,Q0E8J0|Q3KN57|Q8T078,"MEP-1, isoform A",FBgn0035357,MEP-1,0,0,0,1,0
0.0495,-0.061,0.0935,-0.226,-0.135,0.037,0.015,-0.0565,0.024,-0.235,-0.033,-0.086,Q9VY76,8,Q9VY76|D0IQK3|Q76NR0|Q961Q7|Q76NQ9|Q6NP70|D6W4U3,"CG32626, isoform E",FBgn0052626,AMPdeam,0,0,0,0,0
-0.0215,0.132,0.0335,0.085,-0.046,0.003,-0.001,0.0345,0.009,-0.031,-0.034,0.002,Q0E8S7,18,Q0E8S7|C9QPJ7|Q9VM94|O96607|E8NH56,"Homer, isoform C",FBgn0025777,homer,0,0,0,0,0
-0.1275,-0.244,-0.0725,-0.406,-0.261,-0.175,-0.323,-0.1115,0.187,0.248,-0.034,0.386,O61443,3,O61443,Mitogen-activated protein kinase 14B,FBgn0024846,p38b,0,0,1,1,0
-0.4605,-0.191,-0.1255,-0.564,-0.472,0.002,-0.106,-0.3355,0.083,0.001,-0.034,0.136,C5WLN0,3,C5WLN0|C9QPD2|Q9VYA7,RE72321p (Fragment),FBgn0030504,CG2691,0,1,0,0,0
0.1845,0.027,0.1235,-0.094,0.011,0.038,-0.088,-0.0455,0.085,0.079,-0.035,0.053,P36872-2,11,P36872-2|P36872,Isoform B of Protein phosphatase PP2A 55 kDa regulatory subunit,FBgn0004889,tws,0,0,1,1,0
0.1145,-0.075,0.1155,0.038,0.034,0.055,-0.074,0.0725,0.084,0.038,-0.035,0.084,Q9VLS7,3,Q9VLS7|Q8MQQ8,CG8552,FBgn0031990,PAPLA1,0,0,1,0,0
0.0645,0.05,-0.0355,0.335,0.007,0.007,0.03,0.1415,0.048,0.004,-0.035,-0.073,Q7K0L4,10,Q7K0L4,WD repeat-containing protein 26 homolog,FBgn0037094,CG7611,0,0,1,0,1
-0.0665,-0.062,-0.0735,-0.014,0.062,-0.208,0.082,-0.1285,-0.23,0.168,-0.035,0.031,Q9V9T9,6,Q9V9T9,CG2135,FBgn0270927,betaGlu,0,1,0,0,0
-0.0995,-0.154,0.3015,-0.428,-0.231,-0.083,-0.181,-0.2315,0.444,0.297,-0.035,0.096,Q95U54,3,Q95U54|Q968K4,GH06271p,FBgn0037301,Mms19,0,0,0,0,0
-0.3925,-0.293,-0.3645,-0.359,-0.588,-0.099,-0.528,-0.1275,0.385,-1.102,-0.035,-0.613,Q9VMT5,2,Q9VMT5,Probable cytochrome P450 28d1,FBgn0031689,Cyp28d1,0,1,0,0,0
0.5645,0.451,0.2635,0.417,0.034,0.216,0.064,0.1315,0.056,0.089,-0.036,0.238,Q24388,4,Q24388,Larval serum protein 2,FBgn0002565,Lsp2,0,0,0,0,0
0.0415,-0.03,-0.0705,0.047,0.117,0.009,0.019,0.0845,0.14,0.113,-0.036,0.287,Q95083,9,Q95083,Proteasome subunit alpha type-5,FBgn0016697,Prosalpha5,0,0,1,1,0
0.8625,0.296,0.5935,0.527,0.193,0.073,-0.045,0.3435,0.073,-0.326,-0.037,-0.146,Q7K209,2,Q7K209|Q6NPB3,CG8525,FBgn0033735,CG8525,0,0,1,0,0
0.2895,0.051,0.0565,0.238,0.355,-0.034,0.082,0.2355,-0.165,0.085,-0.037,-0.094,P18431-3,11,P18431-3|P18431|P18431-1|H5V852|A8JUV9|Q0KHW6|P18431-4|E6PBX9|C0PUX5|Q7KVY5|Q6A4T5|Q6A4R8|Q6A4T7|Q6A4W4|Q6A4R5|Q6A4S5|Q6A4W6,Isoform SGG39 of Protein kinase shaggy,FBgn0003371,sgg,1,1,1,1,0
0.0885,0.182,0.1185,0.093,-0.107,-0.074,-0.074,-0.1065,-0.117,-0.065,-0.037,-0.062,Q7K1M4,7,Q7K1M4,"CG1902, isoform A",FBgn0033434,CG1902,0,0,0,0,0
1.3085,0.115,0.8395,0.546,0.456,-0.319,-0.077,0.1465,-0.517,-0.039,-0.038,-0.466,H8F4V3,2,H8F4V3|Q6NNZ6|Q8IMR4|Q9VBC5|Q8IMR3|Q8MTA2|Q8IGH0,FI19812p1 (Fragment),FBgn0039450,CG5484,0,1,0,0,0
0.2825,0.094,0.1545,0.123,0.101,0.043,0.138,0.0855,0.031,0.072,-0.038,-0.012,P54359,21,P54359|Q7KLG8|C7LAA7,Septin-2,FBgn0014029,Septin2,0,0,1,0,0
0.1605,-0.04,0.2575,-0.005,0.091,0.043,0.12,-0.0015,-0.179,0.029,-0.038,-0.017,Q9VVS6,3,Q9VVS6,Autophagy-related protein 3,FBgn0036813,Atg3,0,0,0,1,1
0.0365,0.095,0.2425,0.053,-0.075,-0.148,-0.04,-0.1495,-0.152,-0.299,-0.038,-0.149,E1JJF4,3,E1JJF4|Q9U969-3|Q9U969,FI19439p1,FBgn0003656,sws,0,1,0,0,0
0.0355,0.019,0.1595,-0.138,-0.457,-0.052,-0.249,-0.1365,0.283,-0.772,-0.038,-0.421,Q9W3U0,3,Q9W3U0,Acyl-coenzyme A oxidase,FBgn0029924,CG4586,0,0,0,0,0
0.0245,0.125,0.0065,0.023,-0.036,-0.059,-0.052,0.0665,-0.047,0.126,-0.038,0.079,Q8INH6,10,Q8INH6|C7LAE2|D3PFE8|Q8INH5|Q86P55|B5RJT1|Q9VFW7|Q8IGR1|Q95S62,"CG32473, isoform C",FBgn0052473,CG32473,0,1,1,0,0
-0.2145,0.094,-0.0905,-0.081,-0.09,-0.087,-0.026,-0.2445,-0.026,0.026,-0.038,-0.056,E1JI13,16,E1JI13|P98081|P98081-2|C5WLS8|F3YDL8,"Disabled, isoform B",FBgn0000414,Dab,0,0,0,0,0
-0.1835,-0.26,-0.2305,-0.199,-0.109,-0.238,-0.125,-0.2115,-0.159,-0.034,-0.04,-0.145,Q960Y8,16,Q960Y8|Q9VEH0|Q95R41,"Aluminum tubes, isoform G",FBgn0038535,alt,0,1,0,0,0
-0.2085,0.09,-0.1585,-0.02,-0.146,-0.012,0.003,-0.1345,-0.013,0.041,-0.04,-0.006,Q59E59,77,Q59E59|Q59E58|Q99323|Q99323-1|Q99323-4|Q99323-2|J7JVR0|C9QPB4|D0IQ99|C9QPE3|Q1WWE4,"Zipper, isoform D",FBgn0265434,zip,0,0,0,0,0
-0.7135,-0.48,-0.4925,-0.74,-0.556,-0.536,-0.303,-0.7535,-0.277,-0.059,-0.04,-0.227,A8JR01,2,A8JR01|A8JR00|A8JR02|A8JR03|A8MZR2,"CG34383, isoform C",FBgn0085412,CG34383,1,1,0,0,0
-0.1875,0.396,0.0055,0.165,-0.041,-0.097,0.183,-0.2835,-0.324,0.101,-0.041,-0.112,Q9VGN9,2,Q9VGN9,Probable ribosome biogenesis protein RLP24,FBgn0037899,RpL24-like,0,0,0,1,0
-0.3075,-0.344,-0.2915,-0.398,-0.477,-0.284,-0.43,-0.2935,0.102,-0.318,-0.041,-0.105,D3DMP8,2,D3DMP8|P10735,MIP16231p,FBgn0003714,tko,0,0,0,0,0
-0.4085,-0.246,-0.2545,-0.447,-0.105,0.045,-0.102,-0.1735,0.033,0.123,-0.042,-0.055,Q9V3H9,2,Q9V3H9|Q500Y6,BcDNA.LD27873,FBgn0028471,Nab2,1,1,1,1,0
0.0865,0.108,0.0765,0.38,0.3,0.045,-0.023,0.3085,-0.058,0.21,-0.043,0.219,B5RIJ9,5,B5RIJ9|Q9VJ19|Q8MT23,FI02875p (Fragment),FBgn0086710,RpL30,0,1,0,0,0
0.0245,0.122,0.0645,0.099,0.016,0.123,0.075,0.0635,0.046,-0.049,-0.043,0.009,P45888,13,P45888|F0JAK9|F6J178,Actin-related protein 2,FBgn0011742,Arp2,0,0,1,0,0
-0.0035,-0.068,-0.0235,0.051,0.011,0.077,-0.022,0.1155,-0.018,-0.123,-0.043,-0.076,Q7K0E6,12,Q7K0E6|Q9XYM1,Aspartyl-tRNA synthetase,FBgn0002069,AspRS,0,0,1,0,0
-0.0255,-0.242,0.0525,-0.358,-0.669,-0.154,-0.56,-0.2255,0.36,-0.692,-0.043,-0.219,Q9VJD1,2,Q9VJD1,CG6453,FBgn0032643,GCS2beta,0,0,0,0,0
0.3425,0.179,-0.0645,0.416,0.304,-0.118,0.095,0.0045,-0.113,0.168,-0.044,-0.178,B8A3X7,3,B8A3X7|H9ZJK8|Q9VGU7|B3DN33,IP21477p (Fragment),FBgn0037853,CG14696,0,0,0,0,0
0.1105,-0.36,-0.1035,-0.184,-0.021,-0.129,-0.204,0.0945,0.031,-0.505,-0.044,-0.36,K7SMK4,2,K7SMK4|A1ZAA9,IP03290p1 (Fragment),FBgn0034081,CG10731,0,0,0,0,0
-0.0245,0.004,-0.0625,0.063,-0.099,-0.006,-0.055,0.0675,0.089,-0.09,-0.044,0.015,P46867,6,P46867|Q9VRK9|Q29QH5|Q00085,Kinesin-like protein Klp68D,FBgn0004381,Klp68D,0,0,1,0,0
-0.2855,-0.153,-0.1815,-0.524,-0.566,0.002,-0.158,-0.2115,0.009,-0.363,-0.044,-0.2,H1UUL1,3,H1UUL1|A1YK07|Q8SZH5|A1YK01|A1YK11|A1YK02|A1YK03|A1YK00,FI17843p1 (Fragment),FBgn0034310,Nup75,0,0,0,0,0
0.4315,-0.175,0.6795,-0.283,-0.35,-0.039,-0.391,0.0205,0.531,-0.13,-0.045,0.448,Q9VPA9,3,Q9VPA9,CG3618,FBgn0037028,CG3618,0,0,0,0,0
0.0455,0.093,0.0855,0.17,-0.044,0.086,0.049,0.2285,0.158,-0.136,-0.045,0.124,Q9VNV3,6,Q9VNV3,ATP-dependent RNA helicase Ddx1,FBgn0015075,Ddx1,0,0,1,1,0
-0.0115,0.252,0.2005,0.255,0.067,0.019,-0.102,-0.0845,-0.029,-0.383,-0.045,-0.122,B7ZWP7,5,B7ZWP7|C0H6Z8|D4G7H1|Q9VWG3|Q9VB14,RH14172p (Fragment),FBgn0261593,RpS10b,0,0,0,0,0
-0.1105,0.091,0.1075,-0.036,-0.129,-0.087,0.112,-0.2215,-0.161,0.191,-0.045,0.182,Q9VM33,5,Q9VM33,"Elongation factor G, mitochondrial",FBgn0263133,mEFG1,0,0,0,1,1
0.1195,0.175,0.2895,0.054,-0.111,0.207,-0.095,0.0775,0.142,0.129,-0.046,0.145,P52034-2,22,P52034-2|C8VV04|P52034-3|P52034,Isoform A of 6-phosphofructokinase,FBgn0003071,Pfk,0,0,1,0,0
-0.1095,-0.021,-0.1465,-0.022,-0.438,-0.109,-0.444,-0.0615,0.044,-0.806,-0.046,-0.355,Q9VM75,3,Q9VM75,HEAT repeat-containing protein 1 homolog,FBgn0086451,l(2)k09022,0,0,0,1,0
-0.2095,-0.24,-0.2795,-0.277,-0.225,-0.147,-0.184,-0.1885,0.092,-0.133,-0.046,-0.116,A1Z8P9,15,A1Z8P9|O01385|B5RJS5|Q8IGK6|Q961T0,Megator,FBgn0013756,Mtor,0,1,1,1,0
-0.1185,-0.184,-0.2235,-0.051,-0.088,-0.252,-0.229,0.0895,-0.112,-0.034,-0.047,-0.011,Q7KN74,2,Q7KN74,Lethal (2) k14710,FBgn0021847,l(2)k14710,0,0,0,0,0
-0.0885,-0.325,-0.3365,-0.108,0.07,-0.131,0.029,0.0395,-0.181,0.048,-0.048,0.073,Q9VRT8,2,Q9VRT8|Q8SXG1,CG6619,FBgn0035676,ssp6,0,0,0,0,0
0.1595,-0.155,-0.0685,-0.029,0.055,-0.031,-0.058,0.0915,-0.157,-0.189,-0.049,-0.093,H0RNF8,5,H0RNF8|Q9VHD2|Q9VHD2-2|Q9VHD2-3|C6TP16|D3DMI9,FI17341p1 (Fragment),FBgn0037697,GstZ2,0,0,0,0,0
-0.0775,0.152,-0.0995,0.181,-0.173,-0.098,-0.099,0.0345,-0.104,0.05,-0.049,-0.061,Q9VSW2,10,Q9VSW2|A5XCL5|Q9VSW1|E8NH18|E1JI91,RE14081p,FBgn0035978,UGP,0,0,0,0,0
-0.0905,-0.139,-0.2335,-0.035,0.122,-0.296,0.075,-0.0665,-0.416,0.318,-0.049,-0.048,Q9VDD2,3,Q9VDD2|Q7JQX9|O96613|Q8I0B2|Q8SXT8|A1A703|Q8I0A1|Q8I0K6|Q0KI34|Q8IGX0|Q7KNS9|A1A6Y3,LD22662p,FBgn0264357,SNF4Agamma,0,0,1,1,1
-0.1185,-0.184,-0.2875,-0.052,-0.114,-0.185,-0.253,-0.0015,0.023,-0.417,-0.049,-0.275,Q9VWD3,2,Q9VWD3|G7H832,CG12531,FBgn0031064,CG12531,0,1,0,0,0
-0.8525,0.26,0.0875,-0.718,-0.55,0.396,0.421,-0.5295,-0.07,0.18,-0.05,0.229,Q95SA2,2,Q95SA2|Q9VZU8,GM04690p,FBgn0035401,Alg2,0,0,0,0,0
0.3075,0.044,0.1965,0.118,0.025,-0.043,0.028,0.0745,-0.325,0.112,-0.051,-0.178,Q9VYR9,4,Q9VYR9,CG10362,FBgn0030358,CG10362,0,1,0,0,0
-0.1345,0.464,-0.2885,0.581,0.146,0.097,0.023,0.2665,0.029,0.277,-0.051,0.525,Q9VB48,3,Q9VB48|Q8T3K1,CG3368,FBgn0039508,CG3368,0,0,0,0,0
-0.1575,0.138,-0.2875,0.23,-0.325,-0.134,-0.328,-0.0385,0.076,-0.753,-0.051,-0.45,Q9NHD5,3,Q9NHD5,Probable N-acetyltransferase san,FBgn0024188,san,0,0,1,0,0
-0.4425,-0.624,-0.4655,-0.483,-0.53,-0.354,-0.678,-0.2545,0.156,0.005,-0.051,0.324,Q8MZ34,3,Q8MZ34|Q9VKZ7,RE02878p,FBgn0032217,CG4972,0,1,0,0,0
0.0795,-0.037,0.1005,0.26,0.13,-0.111,-0.055,0.0905,-0.081,0.145,-0.053,0.195,Q8MRF8,18,Q8MRF8|Q9VQR8|Q6IJN8,SD07726p,FBgn0284253,LeuRS,0,0,1,0,0
-0.2325,0.254,0.2945,-0.311,-0.16,0.334,0.399,-0.1755,-0.11,0.076,-0.053,0.089,Q9VHI1,3,Q9VHI1,Hyrax,FBgn0037657,hyx,0,0,0,1,0
-0.0335,-0.085,-0.0325,-0.048,-0.007,-0.096,0.048,-0.1875,-0.193,0.197,-0.055,0.114,Q7KUL0,11,Q7KUL0|Q9VUH9|Q8MR22|H8F4R4,"CG9425, isoform B",FBgn0036451 ,CG9425,0,0,0,0,0
-0.5295,0.122,-0.6095,0.225,0.059,0.114,-0.051,0.2745,0.12,0.179,-0.055,0.343,Q494K9,2,Q494K9|Q9NJH7|Q9VZP5,RE11051p,FBgn0026259,eIF5B,0,0,0,0,0
0.8595,0.353,0.3635,0.815,0.49,0.169,0.026,0.6915,0.105,0.031,-0.056,0.286,C8CB16,2,C8CB16|J9THZ9|J9TIE4|P00408,Cytochrome c oxidase subunit 2 (Fragment),FBgn0013675,mt:CoII,0,1,0,0,1
0.3945,-0.607,0.1415,-0.392,-0.31,-0.352,-0.532,-0.0785,0.135,-0.577,-0.056,-0.317,Q7KVA7,2,Q7KVA7|Q9W090|A1Z8Y9|A1Z8Z0|Q1RKY7|Q6IIN6,"Dynein heavy chain at 62B, isoform B",FBgn0013811,Dhc62B,0,0,1,0,0
-0.0245,-0.099,0.1615,-0.305,-0.194,-0.041,-0.011,-0.2425,-0.072,0.216,-0.056,0.178,D0Z764,5,D0Z764|Q9W252,FI13085p (Fragment),FBgn0034728,rad50,0,0,0,0,0
0.1995,0.04,0.1715,0.044,0.135,-0.032,0.128,0.1405,0.005,0.079,-0.057,-0.099,Q9VIU8,12,Q9VIU8|Q8SZX3,CG10132,FBgn0032798,CG10132,0,0,0,0,0
-0.1355,0.523,0.2145,0.218,-0.07,0.261,0.324,0.0705,-0.068,0.002,-0.057,0.208,A8JNH9,5,A8JNH9|Q9W0L2|C3KGP6,"CG13908, isoform B",FBgn0264574,Glut1,0,0,0,0,0
-0.2085,-0.576,-0.0485,-0.782,-0.358,-0.266,-0.149,-0.3865,0.168,-0.469,-0.057,-0.313,A8DY78,3,A8DY78|P91622,"Pyruvate dehydrogenase kinase, isoform B",FBgn0017558,Pdk,0,0,0,0,0
-0.1045,-0.077,-0.1465,-0.076,0.094,-0.099,-0.009,0.0785,0.127,-0.441,-0.058,-0.08,Q9VYW4,7,Q9VYW4|Q8MQQ7|F6J9M9|F6J9N4|F6J9P5|A9YGF0|A9YGE8|F6J1Q4|F6J1P5|A9YGE9|F6J1P3|A9YGF2|F6J1Q1|A9YGE7|A9YGF4|B4YWW8|B4YWX9|B4YWX7|B4YWW9|B4YWW6|B4YWW7|B4YWX8|B4YWX2,CG1703,FBgn0030321,CG1703,0,0,0,0,0
-0.1665,-0.468,-0.2755,-0.398,-0.254,-0.122,-0.391,0.0095,0.065,-0.37,-0.059,-0.25,Q9VK60,3,Q9VK60,CG6180,FBgn0032453,CG6180,0,0,0,0,0
-0.2715,-0.059,-0.2025,-0.166,-0.18,-0.002,-0.045,-0.2335,0.069,0.106,-0.059,0.128,H6WS59,4,H6WS59|E1JH90|B7YZJ1|A1ZAU8|B7YZJ2|A1ZAU8-3|A1ZAU8-2|Q8T0T0|E1JH91,Patronin (Fragment),FBgn0263197,Patronin,0,0,0,0,0
-0.1285,-0.174,-0.2315,0.103,-0.037,0.068,-0.14,0.1545,0.053,0.017,-0.06,-0.125,Q3YMT4,3,Q3YMT4|O97066,Putative uncharacterized protein (Fragment),FBgn0262801,twr,0,1,0,0,0
0.3225,-0.119,0.2375,-0.131,0.109,-0.12,-0.025,-0.0925,-0.199,-0.295,-0.061,-0.567,Q9VHR5,3,Q9VHR5|Q8MRT0,CG9684,FBgn0037583,CG9684,0,0,0,0,0
-0.0565,0.126,0.1705,-0.14,-0.219,-0.089,0.04,-0.0675,0.045,-0.464,-0.061,-0.458,Q9VT99,2,Q9VT99|Q7YU08|Q9VT98|A8JNQ5|A8JNQ4|Q8MSP1,"CG32062, isoform D",FBgn0052062,Rbfox1,0,0,1,1,0
-0.0665,-0.175,-0.0495,-0.23,-0.104,-0.053,-0.056,-0.0445,-0.042,0.01,-0.061,0.099,Q9VAU6,2,Q9VAU6,CG9986,FBgn0039589,CG9986,0,0,0,0,0
0.2915,-0.014,0.0665,0.268,0.255,-0.077,-0.019,0.1485,-0.149,0.063,-0.062,0.01,Q9W1H8,15,Q9W1H8|O77466,GH13256p,FBgn0025352,Thiolase,0,0,0,0,1
-0.0025,0.148,0.0075,0.079,0.206,0.052,0.144,0.0055,-0.157,0.088,-0.062,0.063,P02518,31,P02518,Heat shock protein 27,FBgn0001226,Hsp27,0,0,1,1,0
-0.1165,0.198,-0.0505,0.161,0.062,0.071,0.146,0.0585,-0.119,0.22,-0.062,0.066,Q8IP45,9,Q8IP45|C3KGQ1|Q9V475,"Cullin 3, isoform F",FBgn0261268,Cul3,0,0,1,1,0
-0.1905,-0.074,-0.1835,-0.075,0.111,-0.052,0.032,-0.1135,-0.026,0.137,-0.062,-0.14,Q9W596,10,Q9W596|A4IJ78,Microtubule-associated protein futsch,FBgn0259108,futsch,0,0,1,0,0
0.2855,0.102,0.2365,0.421,0.152,-0.061,0.051,0.1025,0.051,0.16,-0.063,0.098,Q8I0G5-3,13,Q8I0G5-3|Q8I0G5-2|G4LU37|Q8I0G5,Isoform C of Coatomer subunit gamma,FBgn0028968,gammaCOP,0,1,1,0,0
0.1925,0.008,0.1345,-0.101,0.135,-0.049,0.213,0.0355,-0.139,0.21,-0.063,-0.004,P22817,4,P22817,Insulin-degrading enzyme,FBgn0001247,Ide,1,1,1,0,0
0.1185,0.207,0.1045,0.136,-0.016,0.042,0.071,-0.0855,-0.125,0.051,-0.063,0.068,Q9VKJ6,9,Q9VKJ6|Q9Y139|Q8MSI5,CG6230,FBgn0027582,CG6230,1,1,0,0,0
-0.1405,-0.201,-0.2575,-0.097,0.033,-0.113,-0.087,-0.0885,0.058,0.14,-0.063,0.008,Q9VHH2,5,Q9VHH2|Q961J4|E1JIG3,"Immune response deficient 1, isoform A",FBgn0260935,Vps15,0,1,0,1,0
-0.2575,-0.013,-0.0295,-0.211,-0.444,-0.032,0.043,-0.1655,-0.018,-0.089,-0.064,-0.114,A8DY76,7,A8DY76|A1Z7T3|A1Z7T1|E1JH15|A1Z7T0-2|A1Z7T2|A1Z7T0|Q960L7|C8VUY9|C8VUZ0|Q7YU74|A1Z7T4,"Protein kinase related to protein kinase N, isoform G",FBgn0020621,Pkn,0,0,0,0,0
0.2365,-0.426,-0.0405,-0.31,-0.054,-0.145,-0.108,0.1035,-0.103,-0.462,-0.065,-0.387,E1JIH3,13,E1JIH3|E1JIH2|Q9VH91|Q8INN6|Q9VH92|Q95V19|E8NH01|E8NH19|Q8INN7|Q8INN5|C4IY10,"CG31352, isoform B",FBgn0051352,Unc-115a,0,0,0,0,0
-0.1755,-0.073,-0.2055,-0.096,-0.113,-0.23,-0.06,-0.1295,-0.237,-0.089,-0.065,-0.18,Q01989-2,10,Q01989-2|Q01989|Q01989-3,Isoform H of Myosin heavy chain 95F,FBgn0011225,jar,0,1,1,1,1
-0.3095,-0.003,-0.2505,-0.076,-0.067,-0.069,-0.028,-0.0355,-0.078,0.029,-0.065,0.049,Q00963,73,Q00963,Spectrin beta chain,FBgn0250788,beta-Spec,1,1,1,0,0
-0.5385,-0.238,-0.3395,-0.512,-0.465,-0.129,-0.36,-0.3735,0.041,-0.266,-0.065,-0.059,I1WYH0,5,I1WYH0|Q9BI20|Q960A7|Q9VC93,FI19082p1 (Fragment),FBgn0039183,Dis3,0,0,0,0,0
-0.2145,0.114,-0.1555,-0.024,-0.174,-0.112,0.055,-0.0615,-0.027,0.186,-0.066,0.037,Q9VAT0,6,Q9VAT0|Q86B74|C9QPJ8,RE12101p,FBgn0024273,WASp,0,1,1,1,0
-0.0225,-0.007,-0.1425,-0.119,-0.295,-0.061,-0.12,-0.2275,-0.163,-0.05,-0.067,-0.094,Q7KUX7,5,Q7KUX7|Q29R50|E8NH88|Q9VXF8|Q8IR13,FI04456p,FBgn0262734,eIF4H1,0,0,0,0,0
